fakhouz	famly   	foulad
2295.00	6220.00	4987.00
2291.00	6220.00	4959.00
2292.00	6190.00	4940.00
2278.00	6080.00	4865.00
2267.00	6010.00	4756.00
2298.00	6200.00	4795.00
2396.00	6430.00	4965.00
2512.00	6840.00	5287.00
2524.00	6950.00	5467.00
2475.00	6880.00	5390.00
2578.00	7120.00	5620.00
2582.00	7040.00	5630.00
2551.00	6960.00	5550.00
2534.00	6950.00	5530.00
2636.00	7220.00	5830.00
2714.00	7250.00	5930.00
2752.00	7190.00	5880.00
2940.00	7660.00	6280.00
2922.00	7380.00	5970.00
2930.00	7240.00	5840.00
3031.00	7430.00	5980.00
2990.00	7350.00	5940.00
2953.00	7240.00	5800.00
2978.00	7360.00	5900.00
3166.00	7460.00	6080.00
3189.00	7480.00	6130.00
3311.00	7710.00	6500.00
3307.00	7620.00	6420.00
3274.00	7710.00	6300.00
3274.00	7710.00	6300.00
3326.00	7910.00	6460.00
3324.00	7880.00	6440.00
3323.00	7860.00	6400.00
3134.00	7640.00	6140.00
3083.00	7700.00	6180.00
3118.00	7810.00	6230.00
3118.00	7780.00	6210.00
3019.00	7600.00	6080.00
2929.00	7600.00	6080.00
2832.00	7360.00	5870.00
2787.00	7390.00	5870.00
2803.00	7480.00	5990.00
2798.00	7520.00	5990.00
2780.00	7450.00	5950.00
2783.00	7550.00	6000.00
2959.00	7830.00	6180.00
2972.00	7900.00	6270.00
2984.00	7820.00	6260.00
3068.00	7830.00	6320.00
3059.00	7790.00	6300.00
3043.00	7740.00	6270.00
3178.00	7870.00	6420.00
3399.00	8420.00	6860.00
3634.00	9000.00	7340.00
3645.00	9030.00	7440.00
3900.00	9660.00	7960.00
4097.00	10260.00 8480.00
3956.00	10260.00 8450.00
3886.00	10320.00 8570.00
3710.00	10180.00 8350.00
3642.00	9870.00	8110.00
3625.00	9830.00	8080.00
3548.00	9830.00	7940.00
3697.00	9830.00	8440.00
3639.00	9670.00	8260.00
3572.00	9670.00	7920.00
3575.00	9670.00	7940.00
3602.00	9670.00	7940.00
3798.00	6450.00	7940.00
4057.00	7020.00	7940.00
4062.00	7490.00	5890.00
